Artwork Title,Bibliography,Catalogue ID,Coverage,Creator,Current Location,Date,Link,New Attribution (Artist),Present Owner,Provenance,Publisher,Recent Auction?,Relation,Rights,Title,added,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
None,"Yeide, Nancy H., and Robert M. Edsel. Beyond the Dreams of Avarice: The Hermann Goering Collection. Dallas, Tex.: Laurel Publishing, 2009, p 114, 330.",11,United Kingdom,Françis Clouet (Janet),Private Collection UK,c. 1485-1541,"<a href=""https://archive.org/stream/gri_33125000903597#page/n45/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n45/mode/1up</a>",This is actually by Jean Clouet,"Private Collection, UK
","Our portrait is also notable for its illustrious provenance, having passed through the hands of the French royal family, Horace Walpole at Strawberry Hill, the Earl of Northbrook and the Rothschild family and more ignominiously confiscated by the Nazi Party during the Second World War to form part of Goering’s collection before being restituted.
with The Weiss Gallery, 2008, sold to
Private collection, UK.",None,None,None,None,"Madeleine of France (1520 - 1537), 3rd Daughter of François I (1494 - 1537) and Claude of France (1499 - 1524)",2015-12-30T14:53:55+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1391,1391,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-19T21:12:04+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Françis Clouet (Janet), Private Collection UK",http://northbrook.omeka.net/api/items/1391
None,None,12,None,Françis Clouet (Janet),None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n45/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n45/mode/1up</a>","in 1885 catalogue, as plate XVIII",None,None,None,None,None,None,Marechal de la Marche,2015-12-30T14:53:55+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1392,1392,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:25:54+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Françis Clouet (Janet),http://northbrook.omeka.net/api/items/1392
None,"Yeide, Nancy H., and Robert M. Edsel. Beyond the Dreams of Avarice: The Hermann Goering Collection. Dallas, Tex.: Laurel Publishing, 2009, p 139, 354.",13,Germany,Lucas Cranach the Elder,"Schloss Gottorf, Landesmuseum für Kunst- und Kulturgeschichte, Schleswig",before 1537,"<a href=""https://archive.org/stream/gri_33125000903597#page/n46/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n46/mode/1up</a>",See: http://www.dhm.de/datenbank/goering/dhm_goering.php?seite=5&fld_0=RMG00503 and http://www.lucascranach.org/object.php?&obj=DE_SHLM_1967-528_FR-none&uid=9432&page=1&fol=01_Overall&img=DE_SHLM_1967-528_FR-none_2012-08_Overall.tif,"<a href=""http://www.schloss-gottorf.de/landesmuseum-kunst-und-kulturgeschichte"">Schloss Gottorf, Landesmuseum für Kunst-und Kulturgeschichte</a>","- in the collection of Lord North Northbrook, London (private collection, England)[1]
- P. and D. Colnaghi, London [2]
- Hinrichsen, Johannes Hinrichsen, Berlin (1/2) (art market, Germany)/Hans W. Lange, Berlin (1/2), 23.06.1941 (art market, Germany)[1]
- Göring Coll.; bought from Hinrichsen ( Berlin 1943/44; (Hofer) RM 50.000.-- [3] (Göring-Report, p. 122) [2]
- whereabouts after 1945: property of the Federal Republic of Germany [1]
- since 1967 on permanent loan to the museum [4]


[1]Göring Collection: DHM database:
http://www.dhm.de/datenbank/goering/dhm_goering.php?seite=5&fld_0=RMG00503
[2]http://www.badv.bund.de/DE/OffeneVermoegensfragen/Provenienzrecherche/Provenienzen/Daten/5000_5999/5659.html (accessed 29.01.2015)
[3]http://www.dhm.de/datenbank/ccp/dhm_ccp.php?seite=6&fld_1=5659&fld_3=&auswahl=6&fld_4=&fld_4a=&fld_5=&fld_6=&fld_7=&fld_8=&fld_9=&fld_10=&suchen=Suchen (accessed 29.01.2015)
[4][Schloss Gottorf, revised 2013]",None,None,None,None,Christ Blessing Little Children,2015-12-30T14:53:55+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1393,1393,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-19T21:13:56+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Landesmuseum für Kunst- und Kulturgeschichte, Lucas Cranach the Elder, Schleswig, Schloss Gottorf",http://northbrook.omeka.net/api/items/1393
None,None,14,None,Lucas Cranach the Elder,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n47/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n47/mode/1up</a>","possibly private collection http://commons.wikimedia.org/wiki/File:Lucas_Cranach_d.%C3%84._-_Bildnis_Kurf%C3%BCrst_Friedrich_des_Weisen_von_Sachsen,_1532.jpg",None,None,None,None,None,None,Frederick III,2015-12-30T14:53:56+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1394,1394,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:13:30+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Lucas Cranach the Elder,http://northbrook.omeka.net/api/items/1394
None,None,15,None,Lucas Cranach the Elder,Met (maybe),None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n48/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n48/mode/1up</a>",None,None,None,None,None,None,None,John I,2015-12-30T14:53:56+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1395,1395,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:13:05+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Lucas Cranach the Elder,http://northbrook.omeka.net/api/items/1395
None,None,16,United Kingdom,Petrus Cristus,NGA London,1450-1460,"<a href=""https://archive.org/stream/gri_33125000903597#page/n54/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n54/mode/1up</a><br /><a href=""https://archive.org/stream/gri_33125000903597#page/n51/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n51/mode/1up</a>","""Portrait of a Young Man""","<a href=""http://www.nationalgallery.org.uk"">National Gallery, UK</a>",None,None,None,None,None,Portrait,2015-12-30T14:53:56+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1396,1396,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:11:51+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"NGA London, Petrus Cristus",http://northbrook.omeka.net/api/items/1396
None,None,17,None,Albrecht Dürer,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n56/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n56/mode/1up</a>",None,None,None,None,None,None,None,Don Manuel de Menens,2015-12-30T14:53:56+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1397,1397,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:05:34+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Albrecht Dürer,http://northbrook.omeka.net/api/items/1397
None,None,18,None,Albrecht Dürer,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n55/mode/2up"">https://archive.org/stream/gri_33125000903597#page/n55/mode/2up</a>",None,None,None,None,None,None,None,Squirrels,2015-12-30T14:53:56+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1398,1398,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T16:04:49+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Albrecht Dürer,http://northbrook.omeka.net/api/items/1398
None,None,19,United Kingdom,Bernaert van Orley,Waddesdon Collection,c. 1519,"<a href=""http://collection.waddesdon.org.uk/search.do?view=detail&amp;page=1&amp;id=41392&amp;db=object"">http://collection.waddesdon.org.uk/search.do?view=detail&amp;page=1&amp;id=41392&amp;db=object</a>",as by Bernaert van Orley,"<a href=""http://www.waddesdon.org.uk"">Waddesdon Collection</a>","Purchased by Thomas Baring (b.1799, d.1873); inherited by his nephew Thomas George Baring, Lord Northbrook (b.1826, d.1904); acquired by Baron Ferdinand de Rothschild (b.1839, d.1898); inherited by his sister Alice de Rothschild (b.1847, d.1922); inherited by her great-nephew James de Rothschild (b.1878, d.1957); accepted by The Treasury Solicitor in lieu of taxes on the Estate of Mr James de Rothschild in 1963; given to Waddesdon The Rothschild Collection (The National Trust) in 1990.",None,None,None,None,Madonna and Child Enthroned,2015-12-30T14:53:56+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1399,1399,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T15:55:28+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Jan Gossaert of Maubeuge (Mabuse), Waddesdon Collection",http://northbrook.omeka.net/api/items/1399
None,None,20,None,Jan Gossaert of Maubeuge (Mabuse),"Private Collection, Germany",None,"<a href=""http://arcade.nyarc.org/record=b1123687~S1"">http://arcade.nyarc.org/record=b1123687~S1</a>","See ""Man, Myth, and Sensual Pleasures: Jan Gossart's Renaissance"" page 126, pub 2010","Private Collector, Germany
",None,None,None,"See ""Man, Myth, and Sensual Pleasures: Jan Gossart's Renaissance"" page 126, pub 2010.",None,Virgin and Child Enthroned with Angels,2015-12-30T14:53:56+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1400,1400,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-03-23T20:35:54+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Germany, Jan Gossaert of Maubeuge (Mabuse), Private Collection",http://northbrook.omeka.net/api/items/1400
None,None,21,None,studio of the Master of the Magdalen Legend,None,1492-1494,"<a href=""https://rkd.nl/en/explore/images/47863"">https://rkd.nl/en/explore/images/47863</a>",None,"<a href=""http://huisbergh.nl/en/"">Kasteel Huis Bergh</a>","private collection Countess of Northbrook, London
identified in accordance with note on back photo archive MJ Friedländer, ""Coll: The R t [?]. Hon. the Countess of Northbrook / Coll M. Jolly the Bammeville / Exhibited Burlington House 1879 / no 197 '
private collection M.E. Jolly de Bammeville
identified in accordance with note on back photo archive MJ Friedländer, ""Coll: The R t [?]. Hon. the Countess of North Brooke / Coll M. Jolly the Bammeville / Exhibited Burlington House 1879 / no 197 '
art dealer Koetserstraat (London), London (England)
1945-11 - identified according to note on back photo archive MJ Friedländer: 'Koetserstraat / Dukestr. 13 / Exp. XI.45 '
Foundation House Bergh Castle Huis Bergh",None,None,None,None,Portrait of Philip the Fair,2015-12-30T14:53:56+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1401,1401,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T20:10:19+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Jan Gossaert of Maubeuge (Mabuse),http://northbrook.omeka.net/api/items/1401
None,None,22,Switzerland,Hans Holbein (1497-1543),Kunstmuseum Basel,1516,"<a href=""https://archive.org/stream/gri_33125000903597#page/n92/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n92/mode/1up</a>",None,"<a href=""http://www.kunstmuseumbasel.ch"">Kunstmuseum Basel</a>","Via NYARC search: 
(c) Mr. Thomas Baring, England; 
(c) purchased for the Museum, Basel; 
(d) Kunstmuseum, Öeffentliche Kunstsammlung, Basel. ",None,None,None,None,John Herbster,2015-12-30T14:53:56+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1402,1402,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-08-29T20:17:23+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Hans Holbein (1497-1543), Kunstmuseum Basel",http://northbrook.omeka.net/api/items/1402
None,"R. Gower et al., Northbrook Gallery. An Illustrated Descriptive and Historic Account of the Collection of the Earl of Northbrook, 1885, p. 29, no. 23;
W.H.J. Weale and J.P. Richter, Descriptive Catalogue of the Collection of Pictures Belonging to the Earl of Northbrook, London 1889, p. 22, no. 23 (as an early copy after Massys);
Exhibition of Pictures by Masters of the Netherlandish and Allied Schools of XV. and early XVI. Centuries, London 1892, no. 30 (as after Quinten Massys);
A.G. Temple, Catalogue of the Exhibition of Works by Flemish Painters and Modern Belgian Painters, London 1906, p.p. 46-47, no. 43;
T. Borenius, in M. Conway (ed.), Catalogue of a Loan Exhibition of Flemish and Belgian Art , Burlington House London, 1927, London 1927, p. 115, no. 287;
M. J. Friedländer, Die altniederländishe Malerei, vol. VII, Leiden 1934, pp. 125-126, no. 67A (as an old copy; and with incorrect dimensions;
L. Baldass, ""Gotik und Renaissance im Werke des Quinten Metsys,"" in Jahrbuch der Kunsthistorischen Sammlungen in Wien, Neue Folge, vol. VII, 1933, pp. 171-172 (as a workshop copy);
H.T. Broadley, The Mature Style of Quinten Massys, Ph.D. Thesis, New York University, 1961, published Ann Arbor, Michigan, 1987, p. 152, no. 1 and p. 165, note 2 (as a copy of a painting by Massys);
M. J. Friedländer, Early Netherlandish Painting, vol. VII: Quinten Massys, New York 1971, p. 68, cat. 67a (as an old copy; and with incorrect dimensions);
A. de Bosque, Quentin Metsys, Brussels 1975, p. 210, no. III 259, reproduced p. 354 (as ""atelier de Quentin Metsys,"" 74 x 61 cm., Ce tableau est une copie de celui du Mauritshuis), known only from a photograph;
L. Silver, The Paintings of Quinten Massys with Catalogue Raisonné, Montclair, New Jersey, 1984, p. 230, cat. no. 50C (as one of several versions after a lost original; with incorrect dimensions);
Roslyn Harbor, Nassau County Museum of Art, From Botticelli to Matisse: Masterworks from the Guccione Collection, January 16 - April 3, 1994 (as Quinten Massys).",23,None,Quentin Matsys,Private collection,1466-1530,"<a href=""https://archive.org/stream/gri_33125000903597#page/n93/mode/2up"">https://archive.org/stream/gri_33125000903597#page/n93/mode/2up</a>",None,None,"Martin Colnaghi, before 1864 (as by Van Orley);
From whom acquired by Thomas Baring, London, 1864;
By inheritence to his nephew Baron Northbrook (later 1st Earl of Northbrook), London, 1873;
Anonymous sale, London, Sotheby Parke Bernet & Co., 14 December 1977, ""The Property of a Lady,"" lot 94 (as Quentin Massys);
London, Sotheby Parke Bernet & Co., 11 July 1979, lot 94 (as Quentin Massys);
Francisco Rebes;
Christie's New York, January 9, 1981, lot 119A;
Collection of Bob Guccione, New York, by 1994;
Anonymous sale, New York, Christie's, 17 October 2006, lot 11 (as Attributed to Quinten Massys);
Where purchased by the present collector.
For sale at Sotheby's, New York, NY, January 29, 2015.",None,Yes,None,None,The Madonna of the Cherries,2015-12-30T14:53:57+00:00,None,False,1,files,http://northbrook.omeka.net/api/files?item=1403,1403,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-09-06T17:51:48+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,"Private Collection, Quentin Matsys",http://northbrook.omeka.net/api/items/1403
None,None,24,None,Martin Schaffner,None,None,"<a href=""https://archive.org/stream/gri_33125000903597#page/n64/mode/1up"">https://archive.org/stream/gri_33125000903597#page/n64/mode/1up</a>",None,None,None,None,None,None,None,Marriage of the Virgin,2015-12-30T14:53:57+00:00,None,False,0,files,http://northbrook.omeka.net/api/files?item=1404,1404,18,Museum Data,item_types,http://northbrook.omeka.net/api/item_types/18,2016-01-14T15:20:36+00:00,29003,users,http://northbrook.omeka.net/api/users/29003,True,Martin Schaffner,http://northbrook.omeka.net/api/items/1404
